PATH_ID	pathway_name	info_url	description_brief	contributor	name_systematic
2086	REACTOME_REGULATION_OF_NPAS4_GENE_TRANSCRIPTION	https://www.reactome.org/content/detail/R-HSA-9768777	Regulation of NPAS4 gene transcription	Reactome	M46435
2087	REACTOME_REGULATION_OF_NPAS4_MRNA_TRANSLATION	https://www.reactome.org/content/detail/R-HSA-9768778	Regulation of NPAS4 mRNA translation	Reactome	M46436
2088	REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	https://www.reactome.org/content/detail/R-HSA-9768919	NPAS4 regulates expression of target genes	Reactome	M46437
2089	REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-977068	Termination of O-glycan biosynthesis	Reactome	M556
2090	REACTOME_AMYLOID_FIBER_FORMATION	https://www.reactome.org/content/detail/R-HSA-977225	Amyloid fiber formation	Reactome	M27958
2091	REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS	https://www.reactome.org/content/detail/R-HSA-9772572	Early SARS-CoV-2 Infection Events	Reactome	M45028
2092	REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS	https://www.reactome.org/content/detail/R-HSA-9772573	Late SARS-CoV-2 Infection Events	Reactome	M46438
2093	REACTOME_SERINE_BIOSYNTHESIS	https://www.reactome.org/content/detail/R-HSA-977347	Serine biosynthesis	Reactome	M27959
2094	REACTOME_GABA_RECEPTOR_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-977443	GABA receptor activation	Reactome	M976
2095	REACTOME_GABA_B_RECEPTOR_ACTIVATION	https://www.reactome.org/content/detail/R-HSA-977444	GABA B receptor activation	Reactome	M954
2096	REACTOME_FORMATION_OF_PARAXIAL_MESODERM	https://www.reactome.org/content/detail/R-HSA-9793380	Formation of paraxial mesoderm	Reactome	M46439
2097	REACTOME_CIPROFLOXACIN_ADME	https://www.reactome.org/content/detail/R-HSA-9793528	Ciprofloxacin ADME	Reactome	M46440
2098	REACTOME_FORMATION_OF_AXIAL_MESODERM	https://www.reactome.org/content/detail/R-HSA-9796292	Formation of axial mesoderm	Reactome	M46441
2099	REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	https://www.reactome.org/content/detail/R-HSA-9818027	NFE2L2 regulating anti-oxidant/detoxification enzymes	Reactome	M46442
2100	REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	https://www.reactome.org/content/detail/R-HSA-9818028	NFE2L2 regulates pentose phosphate pathway genes	Reactome	M46443
2101	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	https://www.reactome.org/content/detail/R-HSA-982772	Growth hormone receptor signaling	Reactome	M519
2102	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	https://www.reactome.org/content/detail/R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	Reactome	M1070
2103	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	https://www.reactome.org/content/detail/R-HSA-983169	Class I MHC mediated antigen processing & presentation	Reactome	M1066
2104	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	https://www.reactome.org/content/detail/R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	Reactome	M1062
2105	REACTOME_KINESINS	https://www.reactome.org/content/detail/R-HSA-983189	Kinesins	Reactome	M977
2106	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	https://www.reactome.org/content/detail/R-HSA-983231	Factors involved in megakaryocyte development and platelet production	Reactome	M941
2107	REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	https://www.reactome.org/content/detail/R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	M601
2108	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	https://www.reactome.org/content/detail/R-HSA-983705	Signaling by the B Cell Receptor (BCR)	Reactome	M608
2109	REACTOME_ION_CHANNEL_TRANSPORT	https://www.reactome.org/content/detail/R-HSA-983712	Ion channel transport	Reactome	M997
2110	WP_MRNA_VACCINE_ACTIVATION_OF_DENDRITIC_CELL_AND_INDUCTION_OF_IFN1	https://classic.wikipathways.org/index.php?title=Pathway:WP5187&oldid=122433	mRNA vaccine activation of dendritic cell and induction of IFN-1	WikiPathways	M45510
2111	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	https://classic.wikipathways.org/index.php?title=Pathway:WP2916&oldid=104425	Interactome of polycomb repressive complex 2 (PRC2)	WikiPathways	M39484
2112	WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY	https://classic.wikipathways.org/index.php?title=Pathway:WP4871&oldid=120412	Kisspeptin/kisspeptin receptor system in the ovary	WikiPathways	M39905
2113	WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19	https://classic.wikipathways.org/index.php?title=Pathway:WP4969&oldid=120081	RAS and bradykinin pathways in COVID-19	WikiPathways	M40051
2114	WP_PEROXIREDOXIN_2_INDUCED_OVARIAN_FAILURE	https://classic.wikipathways.org/index.php?title=Pathway:WP4873&oldid=110299	Peroxiredoxin 2 induced ovarian failure	WikiPathways	M39906
2115	WP_NEURAL_CREST_DIFFERENTIATION	https://classic.wikipathways.org/index.php?title=Pathway:WP2064&oldid=117162	Neural crest differentiation	WikiPathways	M39448
2116	WP_GABA_RECEPTOR_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP4159&oldid=124609	GABA receptor signaling	WikiPathways	M39369
2117	WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	https://classic.wikipathways.org/index.php?title=Pathway:WP2849&oldid=117150	Hematopoietic stem cell differentiation	WikiPathways	M39366
2118	WP_GAMMAGLUTAMYL_CYCLE_FOR_THE_BIOSYNTHESIS_AND_DEGRADATION_OF_GLUTATHIONE_INCLUDING_DISEASES	https://classic.wikipathways.org/index.php?title=Pathway:WP4518&oldid=124952	Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases	WikiPathways	M39810
2119	WP_SPHINGOLIPID_METABOLISM_INTEGRATED_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4726&oldid=124753	Sphingolipid metabolism: integrated pathway	WikiPathways	M39784
2120	WP_TYPE_I_COLLAGEN_SYNTHESIS_IN_THE_CONTEXT_OF_OSTEOGENESIS_IMPERFECTA	https://classic.wikipathways.org/index.php?title=Pathway:WP4786&oldid=117852	Type I collagen synthesis in the context of osteogenesis imperfecta	WikiPathways	M39870
2121	WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA	https://classic.wikipathways.org/index.php?title=Pathway:WP4205&oldid=118937	MET in type 1 papillary renal cell carcinoma	WikiPathways	M39750
2122	WP_DNA_MISMATCH_REPAIR	https://classic.wikipathways.org/index.php?title=Pathway:WP531&oldid=117702	DNA mismatch repair	WikiPathways	M39668
2123	WP_FOCAL_ADHESION	https://classic.wikipathways.org/index.php?title=Pathway:WP306&oldid=116784	Focal adhesion	WikiPathways	M39402
2124	WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP1433&oldid=122867	Nucleotide-binding oligomerization domain (NOD) pathway	WikiPathways	M39698
2125	WP_PREIMPLANTATION_EMBRYO	https://classic.wikipathways.org/index.php?title=Pathway:WP3527&oldid=120810	Pre-implantation embryo	WikiPathways	M39579
2126	WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP5083&oldid=120385	Neuroinflammation and glutamatergic signaling	WikiPathways	M42572
2127	WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN	https://classic.wikipathways.org/index.php?title=Pathway:WP4532&oldid=103287	Intraflagellar transport proteins binding to dynein	WikiPathways	M39827
2128	WP_SPHINGOLIPID_METABOLISM_IN_SENESCENCE	https://classic.wikipathways.org/index.php?title=Pathway:WP5121&oldid=125321	Sphingolipid metabolism in senescence	WikiPathways	M42536
2129	WP_INTERLEUKIN11_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2332&oldid=120725	Interleukin-11 signaling pathway	WikiPathways	M39716
2130	WP_TLR4_SIGNALING_AND_TOLERANCE	https://classic.wikipathways.org/index.php?title=Pathway:WP3851&oldid=121712	TLR4 signaling and tolerance	WikiPathways	M39561
2131	WP_NETWORK_MAP_OF_SARSCOV2_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP5115&oldid=125317	Network map of SARS-CoV-2 signaling pathway	WikiPathways	M42569
2132	WP_DNA_IRDOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM	https://classic.wikipathways.org/index.php?title=Pathway:WP3959&oldid=118468	DNA IR-double strand breaks and cellular response via ATM	WikiPathways	M39598
2133	WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP3614&oldid=106542	Photodynamic therapy-induced HIF-1 survival signaling	WikiPathways	M39707
2134	WP_NUCLEOTIDE_GPCRS	https://classic.wikipathways.org/index.php?title=Pathway:WP80&oldid=111167	Nucleotide GPCRs	WikiPathways	M39422
2135	WP_REGULATION_OF_WNT_BCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS	https://classic.wikipathways.org/index.php?title=Pathway:WP3664&oldid=118061	Regulation of Wnt / B-catenin signaling by small molecule compounds	WikiPathways	M39525
2136	WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP4932&oldid=118797	7q11.23 copy number variation syndrome	WikiPathways	M40052
2137	WP_VITAMIN_B12_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP1533&oldid=121695	Vitamin B12 metabolism	WikiPathways	M39337
2138	WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	https://classic.wikipathways.org/index.php?title=Pathway:WP3640&oldid=122579	Imatinib and chronic myeloid leukemia	WikiPathways	M39381
2139	WP_ALANINE_AND_ASPARTATE_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP106&oldid=114258	Alanine and aspartate metabolism	WikiPathways	M39331
2140	WP_ERK_PATHWAY_IN_HUNTINGTONS_DISEASE	https://classic.wikipathways.org/index.php?title=Pathway:WP3853&oldid=120593	ERK pathway in Huntington's disease	WikiPathways	M39564
2141	WP_SARSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS	https://classic.wikipathways.org/index.php?title=Pathway:WP4883&oldid=120620	SARS-CoV-2 and ACE2 receptor: molecular mechanisms	WikiPathways	M39867
2142	WP_INTEGRATED_CANCER_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP1971&oldid=117762	Integrated cancer pathway	WikiPathways	M39628
2143	WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	https://classic.wikipathways.org/index.php?title=Pathway:WP3668&oldid=123393	Hypothesized pathways in pathogenesis of cardiovascular disease	WikiPathways	M39713
2144	WP_CELLULAR_PROTEOSTASIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4918&oldid=123419	Cellular proteostasis	WikiPathways	M39885
2145	WP_ANGIOGENESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP1539&oldid=118358	Angiogenesis	WikiPathways	M39556
2146	WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	https://classic.wikipathways.org/index.php?title=Pathway:WP3651&oldid=122573	Pathways affected in adenoid cystic carcinoma	WikiPathways	M39682
2147	WP_P53_TRANSCRIPTIONAL_GENE_NETWORK	https://classic.wikipathways.org/index.php?title=Pathway:WP4963&oldid=122690	p53 transcriptional gene network	WikiPathways	M40062
2148	WP_MYD88_DISTINCT_INPUTOUTPUT_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP3877&oldid=117828	MYD88 distinct input-output pathway	WikiPathways	M39478
2149	WP_COMPLEMENT_SYSTEM	https://classic.wikipathways.org/index.php?title=Pathway:WP2806&oldid=125340	Complement system	WikiPathways	M39581
2150	WP_INTEGRINMEDIATED_CELL_ADHESION	https://classic.wikipathways.org/index.php?title=Pathway:WP185&oldid=116785	Integrin-mediated cell adhesion	WikiPathways	M39577
2151	WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4190&oldid=124024	Mevalonate arm of cholesterol biosynthesis pathway	WikiPathways	M42544
2152	WP_LACTO_SERIES_SPHINGOLIPID_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP5303&oldid=125334	Lacto series sphingolipid metabolism	WikiPathways	M46444
2153	WP_16P112_PROXIMAL_DELETION_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP4949&oldid=115778	16p11.2 proximal deletion syndrome	WikiPathways	M40057
2154	WP_BMP_SIGNALING_IN_EYELID_DEVELOPMENT	https://classic.wikipathways.org/index.php?title=Pathway:WP3927&oldid=123370	BMP signaling in eyelid development	WikiPathways	M39624
2155	WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION	https://classic.wikipathways.org/index.php?title=Pathway:WP4698&oldid=123493	Vitamin D-sensitive calcium signaling in depression	WikiPathways	M39831
2156	WP_LEUCINE_ISOLEUCINE_AND_VALINE_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP4686&oldid=122622	Leucine, isoleucine and valine metabolism	WikiPathways	M45511
2157	WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	https://classic.wikipathways.org/index.php?title=Pathway:WP3996&oldid=125197	Ethanol effects on histone modifications	WikiPathways	M39714
2158	WP_UREA_CYCLE_AND_METABOLISM_OF_AMINO_GROUPS	https://classic.wikipathways.org/index.php?title=Pathway:WP497&oldid=119105	Urea cycle and metabolism of amino groups	WikiPathways	M39468
2159	WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE	https://classic.wikipathways.org/index.php?title=Pathway:WP78&oldid=119082	TCA cycle (aka Krebs or citric acid cycle)	WikiPathways	M39460
2160	WP_ATM_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2516&oldid=116808	ATM signaling pathway	WikiPathways	M39433
2161	WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP3874&oldid=116461	Canonical and non-canonical TGF-B signaling	WikiPathways	M39686
2162	WP_TGFBETA_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP366&oldid=120697	TGF-beta signaling pathway	WikiPathways	M39432
2163	WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING	https://classic.wikipathways.org/index.php?title=Pathway:WP4186&oldid=123455	Somatroph axis (GH) and its relationship to dietary restriction and aging	WikiPathways	M39742
2164	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP5117&oldid=119395	Cohesin complex - Cornelia de Lange syndrome	WikiPathways	M42555
2165	WP_ARYLAMINE_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP694&oldid=106139	Arylamine metabolism	WikiPathways	M39437
2166	WP_CONTROL_OF_IMMUNE_TOLERANCE_BY_VASOACTIVE_INTESTINAL_PEPTIDE	https://classic.wikipathways.org/index.php?title=Pathway:WP4484&oldid=107333	Control of immune tolerance by vasoactive intestinal peptide	WikiPathways	M39793
2167	WP_WHITE_FAT_CELL_DIFFERENTIATION	https://classic.wikipathways.org/index.php?title=Pathway:WP4149&oldid=107159	White fat cell differentiation	WikiPathways	M39333
2168	WP_CYTOSINE_METHYLATION	https://classic.wikipathways.org/index.php?title=Pathway:WP3585&oldid=123390	Cytosine methylation	WikiPathways	M39348
2169	WP_DNA_REPLICATION	https://classic.wikipathways.org/index.php?title=Pathway:WP466&oldid=117096	DNA replication	WikiPathways	M39335
2170	WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	https://classic.wikipathways.org/index.php?title=Pathway:WP4816&oldid=116440	TGF-beta receptor signaling in skeletal dysplasias	WikiPathways	M39886
2171	WP_COMPLEMENT_ACTIVATION	https://classic.wikipathways.org/index.php?title=Pathway:WP545&oldid=116815	Complement activation	WikiPathways	M39502
2172	WP_P38_MAPK_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP400&oldid=123111	p38 MAPK signaling pathway	WikiPathways	M39659
2173	WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER	https://classic.wikipathways.org/index.php?title=Pathway:WP5092&oldid=119997	Interactions of natural killer cells in pancreatic cancer	WikiPathways	M42549
2174	WP_FTO_OBESITY_VARIANT_MECHANISM	https://classic.wikipathways.org/index.php?title=Pathway:WP3407&oldid=124812	FTO obesity variant mechanism	WikiPathways	M39356
2175	WP_DISORDERS_OF_FOLATE_METABOLISM_AND_TRANSPORT	https://classic.wikipathways.org/index.php?title=Pathway:WP4259&oldid=124234	Disorders of folate metabolism and transport	WikiPathways	M39777
2176	WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3	https://classic.wikipathways.org/index.php?title=Pathway:WP2840&oldid=120866	Hair follicle development: cytodifferentiation - part 3 of 3	WikiPathways	M39465
2177	WP_PURINE_METABOLISM	https://classic.wikipathways.org/index.php?title=Pathway:WP4792&oldid=124888	Purine metabolism	WikiPathways	M39873
2178	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	https://classic.wikipathways.org/index.php?title=Pathway:WP477&oldid=117044	Cytoplasmic ribosomal proteins	WikiPathways	M39495
2179	WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER	https://classic.wikipathways.org/index.php?title=Pathway:WP4216&oldid=123363	Chromosomal and microsatellite instability in colorectal cancer	WikiPathways	M39758
2180	WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS	https://classic.wikipathways.org/index.php?title=Pathway:WP4304&oldid=123411	Oligodendrocyte specification and differentiation, leading to myelin components for CNS	WikiPathways	M39775
2181	WP_WNT_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP428&oldid=116549	Wnt signaling	WikiPathways	M39669
2182	WP_ATR_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP3875&oldid=117657	ATR signaling	WikiPathways	M39507
2183	WP_ALZHEIMERS_DISEASE	https://classic.wikipathways.org/index.php?title=Pathway:WP5124&oldid=123917	Alzheimer's disease	WikiPathways	M42565
2184	WP_TGIF_DISRUPTION_OF_SHH_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP3674&oldid=117841	Tgif disruption of Shh signaling	WikiPathways	M39607
2185	WP_SEROTONIN_AND_ANXIETYRELATED_EVENTS	https://classic.wikipathways.org/index.php?title=Pathway:WP3944&oldid=120596	Serotonin and anxiety-related events	WikiPathways	M39614
2186	WP_MITOCHONDRIAL_GENE_EXPRESSION	https://classic.wikipathways.org/index.php?title=Pathway:WP391&oldid=117794	Mitochondrial gene expression	WikiPathways	M39544
2187	WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS	https://classic.wikipathways.org/index.php?title=Pathway:WP2572&oldid=119251	Primary focal segmental glomerulosclerosis (FSGS)	WikiPathways	M39403
2188	WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP5224&oldid=122740	2q37 copy number variation syndrome	WikiPathways	M45512
2189	WP_G_PROTEIN_SIGNALING_PATHWAYS	https://classic.wikipathways.org/index.php?title=Pathway:WP35&oldid=117729	G protein signaling pathways	WikiPathways	M39426
2190	WP_IMMUNE_RESPONSE_TO_TUBERCULOSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4197&oldid=120647	Immune response to tuberculosis	WikiPathways	M39748
2191	WP_GENES_ASSOCIATED_WITH_THE_DEVELOPMENT_OF_RHEUMATOID_ARTHRITIS	https://classic.wikipathways.org/index.php?title=Pathway:WP5033&oldid=118996	Genes associated with the development of rheumatoid arthritis	WikiPathways	M42577
2192	WP_PURINERGIC_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP4900&oldid=123440	Purinergic signaling	WikiPathways	M39855
2193	WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION	https://classic.wikipathways.org/index.php?title=Pathway:WP368&oldid=124927	Mitochondrial long chain fatty acid beta-oxidation	WikiPathways	M39365
2194	WP_TUMOR_SUPPRESSOR_ACTIVITY_OF_SMARCB1	https://classic.wikipathways.org/index.php?title=Pathway:WP4204&oldid=123410	Tumor suppressor activity of SMARCB1	WikiPathways	M39522
2195	WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	https://classic.wikipathways.org/index.php?title=Pathway:WP3879&oldid=123400	4-hydroxytamoxifen, dexamethasone, and retinoic acids regulation of p27 expression	WikiPathways	M39574
2196	WP_SOMITOGENESIS_IN_THE_CONTEXT_OF_SPONDYLOCOSTAL_DYSOSTOSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4785&oldid=111735	Somitogenesis in the context of spondylocostal dysostosis	WikiPathways	M39869
2197	WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP3584&oldid=124897	MECP2 and associated Rett syndrome	WikiPathways	M39401
2198	WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC	https://classic.wikipathways.org/index.php?title=Pathway:WP2453&oldid=123103	TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)	WikiPathways	M39489
2199	WP_EICOSANOID_SYNTHESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP167&oldid=124883	Eicosanoid synthesis	WikiPathways	M39382
2200	WP_MEASLES_VIRUS_INFECTION	https://classic.wikipathways.org/index.php?title=Pathway:WP4630&oldid=123414	Measles virus infection	WikiPathways	M42547
2201	WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP3850&oldid=121711	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling	WikiPathways	M39569
2202	WP_THERMOGENESIS	https://classic.wikipathways.org/index.php?title=Pathway:WP4321&oldid=123362	Thermogenesis	WikiPathways	M39746
2203	WP_COPPER_HOMEOSTASIS	https://classic.wikipathways.org/index.php?title=Pathway:WP3286&oldid=106367	Copper homeostasis	WikiPathways	M39349
2204	WP_JOUBERT_SYNDROME	https://classic.wikipathways.org/index.php?title=Pathway:WP4656&oldid=120396	Joubert syndrome	WikiPathways	M39835
2205	WP_HEPATITIS_B_INFECTION	https://classic.wikipathways.org/index.php?title=Pathway:WP4666&oldid=123495	Hepatitis B infection	WikiPathways	M39801
2206	WP_CELLTYPE_DEPENDENT_SELECTIVITY_OF_CCK2R_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP3679&oldid=117678	Cell-type dependent selectivity of CCK2R signaling	WikiPathways	M39589
2207	WP_ONCOSTATIN_M_SIGNALING_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP2374&oldid=120781	Oncostatin M signaling pathway	WikiPathways	M39562
2208	WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	https://classic.wikipathways.org/index.php?title=Pathway:WP3893&oldid=118859	Development and heterogeneity of the ILC family	WikiPathways	M39364
2209	WP_NANOMATERIAL_INDUCED_APOPTOSIS	https://classic.wikipathways.org/index.php?title=Pathway:WP2507&oldid=123897	Nanomaterial induced apoptosis	WikiPathways	M39479
2210	WP_GENETIC_CAUSES_OF_PORTOSINUSOIDAL_VASCULAR_DISEASE	https://classic.wikipathways.org/index.php?title=Pathway:WP5269&oldid=125332	Genetic causes of porto-sinusoidal vascular disease	WikiPathways	M45513
2211	WP_PROTEASOME_DEGRADATION	https://classic.wikipathways.org/index.php?title=Pathway:WP183&oldid=117060	Proteasome degradation	WikiPathways	M39639
2212	WP_EBSTEINBARR_VIRUS_LMP1_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP262&oldid=116630	Ebstein-Barr virus LMP1 signaling	WikiPathways	M39410
2213	WP_ESTROGEN_METABOLISM_WP5276	https://classic.wikipathways.org/index.php?title=Pathway:WP5276&oldid=124302	Estrogen metabolism	WikiPathways	M46445
2214	WP_PDGFRBETA_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP3972&oldid=108157	PDGFR-beta pathway	WikiPathways	M39616
2215	WP_TRANSCRIPTIONAL_ACTIVATION_BY_NRF2_IN_RESPONSE_TO_PHYTOCHEMICALS	https://classic.wikipathways.org/index.php?title=Pathway:WP3&oldid=120028	Transcriptional activation by NRF2 in response to phytochemicals	WikiPathways	M39498
2216	WP_TRANSSULFURATION_ONECARBON_METABOLISM_AND_RELATED_PATHWAYS	https://classic.wikipathways.org/index.php?title=Pathway:WP2525&oldid=123451	Trans-sulfuration, one-carbon metabolism and related pathways	WikiPathways	M39710
2217	WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS	https://classic.wikipathways.org/index.php?title=Pathway:WP4941&oldid=120578	GPR143 in melanocytes and retinal pigment epithelium cells	WikiPathways	M42578
2218	WP_AIRWAY_SMOOTH_MUSCLE_CELL_CONTRACTION	https://classic.wikipathways.org/index.php?title=Pathway:WP4962&oldid=122013	Airway smooth muscle cell contraction	WikiPathways	M40060
2219	WP_GABA_METABOLISM_AKA_GHB	https://classic.wikipathways.org/index.php?title=Pathway:WP4157&oldid=124222	GABA metabolism (aka GHB)	WikiPathways	M42550
2220	WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY	https://classic.wikipathways.org/index.php?title=Pathway:WP5090&oldid=118898	Complement system in neuronal development and plasticity	WikiPathways	M42535
2221	WP_BREAST_CANCER_PATHWAY	https://classic.wikipathways.org/index.php?title=Pathway:WP4262&oldid=123349	Breast cancer pathway	WikiPathways	M39739
2222	WP_HORMONAL_CONTROL_OF_PUBERTAL_GROWTH_SPURT	https://classic.wikipathways.org/index.php?title=Pathway:WP4194&oldid=124538	Hormonal control of pubertal growth spurt	WikiPathways	M46446
2223	WP_SEROTONIN_RECEPTOR_2_AND_ELKSRFGATA4_SIGNALING	https://classic.wikipathways.org/index.php?title=Pathway:WP732&oldid=120591	Serotonin receptor 2 and ELK-SRF/GATA4 signaling	WikiPathways	M39485
2224	WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV1_LTR	https://classic.wikipathways.org/index.php?title=Pathway:WP3414&oldid=106735	Initiation of transcription and translation elongation at the HIV-1 LTR	WikiPathways	M39521
2225	WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	https://classic.wikipathways.org/index.php?title=Pathway:WP98&oldid=117172	Prostaglandin synthesis and regulation	WikiPathways	M39355
